广东,#genre#
深圳体育健康,http://192.168.6.6:8888/rtp/239.77.1.140:5146?fcc=183.59.144.166:8027
深圳少儿,http://192.168.6.6:8888/rtp/239.77.1.244:5146?fcc=183.59.144.166:8027
深圳宝安,http://192.168.6.6:8888/rtp/239.77.1.67:5146?fcc=183.59.144.166:8027
深圳宝安第一课,http://192.168.6.6:8888/rtp/239.77.1.225:5146?fcc=183.59.144.166:8027
深圳龙岗,http://192.168.6.6:8888/rtp/239.77.1.223:5146?fcc=183.59.144.166:8027
深圳众创TV,http://192.168.6.6:8888/rtp/239.77.1.247:5146?fcc=183.59.144.166:8027
深圳移动电视,http://192.168.6.6:8888/rtp/239.77.1.175:5146?fcc=183.59.144.166:8027
深圳宜和购物,http://192.168.6.6:8888/rtp/239.77.1.87:5146?fcc=183.59.144.166:8027
韶关新闻综合,http://192.168.6.6:8888/rtp/239.77.0.117:5146?fcc=183.59.144.166:8027
湛江新闻综合,http://192.168.6.6:8888/rtp/239.77.0.141:5146?fcc=183.59.144.166:8027
湛江公共,http://192.168.6.6:8888/rtp/239.77.0.140:5146?fcc=183.59.144.166:8027
揭阳综合,http://192.168.6.6:8888/rtp/239.77.0.229:5146?fcc=183.59.144.166:8027
揭阳生活,http://192.168.6.6:8888/rtp/239.77.0.251:5146?fcc=183.59.144.166:8027
汕尾新闻综合,http://192.168.6.6:8888/rtp/239.77.0.25:5146?fcc=183.59.144.166:8027
汕尾文化生活,http://192.168.6.6:8888/rtp/239.77.0.187:5146?fcc=183.59.144.166:8027
江门综合,http://192.168.6.6:8888/rtp/239.77.0.201:5146?fcc=183.59.144.166:8027
江门侨乡生活,http://192.168.6.6:8888/rtp/239.77.0.202:5146?fcc=183.59.144.166:8027
HZTV-1,http://192.168.6.6:8888/rtp/239.77.1.232:5146?fcc=183.59.144.166:8027
HZTV-2,http://192.168.6.6:8888/rtp/239.77.1.233:5146?fcc=183.59.144.166:8027
珠海-1,http://192.168.6.6:8888/rtp/239.77.0.155:5146?fcc=183.59.144.166:8027
珠海-2,http://192.168.6.6:8888/rtp/239.77.0.154:5146?fcc=183.59.144.166:8027
肇庆综合,http://192.168.6.6:8888/rtp/239.253.43.1:5146?fcc=183.59.144.166:8027
肇庆生活服务,http://192.168.6.6:8888/rtp/239.253.43.2:5146?fcc=183.59.144.166:8027
河源综合,http://192.168.6.6:8888/rtp/239.253.43.215:5146?fcc=183.59.144.166:8027
河源综合,http://192.168.6.6:8888/rtp/239.253.43.213:5146?fcc=183.59.144.166:8027
河源公共,http://192.168.6.6:8888/rtp/239.253.43.214:5146?fcc=183.59.144.166:8027
清远新闻综合,http://192.168.6.6:8888/rtp/239.253.43.33:5146?fcc=183.59.144.166:8027
清远文旅生活,http://192.168.6.6:8888/rtp/239.253.43.34:5146?fcc=183.59.144.166:8027
云浮综合,http://192.168.6.6:8888/rtp/239.77.0.253:5146?fcc=183.59.144.166:8027
云浮文旅,http://192.168.6.6:8888/rtp/239.77.0.254:5146?fcc=183.59.144.166:8027
茂名综合,http://192.168.6.6:8888/rtp/239.77.0.206:5146?fcc=183.59.144.166:8027
茂名公共,http://192.168.6.6:8888/rtp/239.77.0.207:5146?fcc=183.59.144.166:8027
汕头综合,http://192.168.6.6:8888/rtp/239.77.1.130:5146?fcc=183.59.144.166:8027
汕头综合,http://192.168.6.6:8888/rtp/239.253.43.45:5146?fcc=183.59.144.166:8027
汕头经济生活,http://192.168.6.6:8888/rtp/239.77.1.131:5146?fcc=183.59.144.166:8027
汕头经济生活,http://192.168.6.6:8888/rtp/239.253.43.46:5146?fcc=183.59.144.166:8027
汕头文旅体育,http://192.168.6.6:8888/rtp/239.77.1.132:5146?fcc=183.59.144.166:8027
汕头文旅体育,http://192.168.6.6:8888/rtp/239.253.43.47:5146?fcc=183.59.144.166:8027
东莞新闻综合,http://192.168.6.6:8888/rtp/239.253.43.104:5146?fcc=183.59.144.166:8027
东莞生活资讯,http://192.168.6.6:8888/rtp/239.253.43.105:5146?fcc=183.59.144.166:8027
中山综合,http://192.168.6.6:8888/rtp/239.77.0.185:5146?fcc=183.59.144.166:8027
中山综合,http://192.168.6.6:8888/rtp/239.253.43.62:5146?fcc=183.59.144.166:8027
香山文化,http://192.168.6.6:8888/rtp/239.253.43.63:5146?fcc=183.59.144.166:8027
潮州综合,http://192.168.6.6:8888/rtp/239.253.43.70:5146?fcc=183.59.144.166:8027
潮州民生,http://192.168.6.6:8888/rtp/239.253.43.75:5146?fcc=183.59.144.166:8027
梅州综合,http://192.168.6.6:8888/rtp/239.253.43.123:5146?fcc=183.59.144.166:8027
客家生活,http://192.168.6.6:8888/rtp/239.253.43.124:5146?fcc=183.59.144.166:8027
阳江-1,http://192.168.6.6:8888/rtp/239.253.43.82:5146?fcc=183.59.144.166:8027
阳江-2,http://192.168.6.6:8888/rtp/239.253.43.83:5146?fcc=183.59.144.166:8027
嘉佳卡通,http://192.168.6.6:8888/rtp/239.77.0.179:5146?fcc=183.59.144.166:8027
南方购物-精选,http://192.168.6.6:8888/rtp/239.77.0.19:5146?fcc=183.59.144.166:8027
南方购物,http://192.168.6.6:8888/rtp/239.77.0.22:5146?fcc=183.59.144.166:8027
广东移动,http://192.168.6.6:8888/rtp/239.77.0.20:5146?fcc=183.59.144.166:8027
现代教育,http://192.168.6.6:8888/rtp/239.77.0.213:5146?fcc=183.59.144.166:8027


央视,#genre#
CCTV1,http://192.168.6.6:8888/rtp/239.77.0.86:5146
CCTV1,http://192.168.6.6:8888/rtp/239.77.0.129:5146
CCTV2,http://192.168.6.6:8888/rtp/239.77.0.137:5146
CCTV3,http://192.168.6.6:8888/rtp/239.77.0.169:5146
CCTV3,http://192.168.6.6:8888/rtp/239.77.0.175:5146
CCTV4,http://192.168.6.6:8888/rtp/239.77.0.78:5146
CCTV4欧洲,http://192.168.6.6:8888/rtp/239.253.43.120:5146
CCTV4美洲,http://192.168.6.6:8888/rtp/239.253.43.121:5146
CCTV5,http://192.168.6.6:8888/rtp/239.77.0.170:5146
CCTV5,http://192.168.6.6:8888/rtp/239.77.0.177:5146
CCTV5+,http://192.168.6.6:8888/rtp/239.77.1.31:5146
CCTV5+,http://192.168.6.6:8888/rtp/239.77.0.87:5146
CCTV6,http://192.168.6.6:8888/rtp/239.77.0.171:5146
CCTV6,http://192.168.6.6:8888/rtp/239.77.0.178:5146
CCTV7,http://192.168.6.6:8888/rtp/239.77.0.138:5146
CCTV8,http://192.168.6.6:8888/rtp/239.77.0.172:5146
CCTV8,http://192.168.6.6:8888/rtp/239.77.0.181:5146
CCTV9,http://192.168.6.6:8888/rtp/239.77.0.135:5146
CCTV10,http://192.168.6.6:8888/rtp/239.77.0.134:5146
CCTV11,http://192.168.6.6:8888/rtp/239.77.1.238:5146
CCTV12,http://192.168.6.6:8888/rtp/239.77.0.136:5146
CCTV13,http://192.168.6.6:8888/rtp/239.77.0.188:5146
CCTV13,http://192.168.6.6:8888/rtp/239.253.43.196:5146
CCTV14,http://192.168.6.6:8888/rtp/239.77.0.133:5146
CCTV14,http://192.168.6.6:8888/rtp/239.77.1.161:5146
CCTV15,http://192.168.6.6:8888/rtp/239.77.1.239:5146
CCTV15,http://192.168.6.6:8888/rtp/239.77.1.120:5146
CCTV16,http://192.168.6.6:8888/rtp/239.77.0.18:5146
CCTV16,http://192.168.6.6:8888/rtp/239.77.0.218:5146
CCTV16,http://192.168.6.6:8888/rtp/239.77.0.165:5146
爱体育,http://192.168.6.6:8888/rtp/239.77.0.176:5146
CCTV17,http://192.168.6.6:8888/rtp/239.77.0.198:5146
CCTV17,http://192.168.6.6:8888/rtp/239.77.1.121:5146
CCTV4K,http://192.168.6.6:8888/rtp/239.77.1.180:5146
CCTV4K,http://192.168.6.6:8888/rtp/239.77.0.194:5146
卫生健康,http://192.168.6.6:8888/rtp/239.77.0.212:5146
兵器科技,http://192.168.6.6:8888/rtp/239.253.43.18:5146
风云足球,http://192.168.6.6:8888/rtp/239.253.43.20:5146
央视台球,http://192.168.6.6:8888/rtp/239.253.43.21:5146
高尔夫网球,http://192.168.6.6:8888/rtp/239.253.43.22:5146
女性时尚,http://192.168.6.6:8888/rtp/239.253.43.23:5146
世界地理,http://192.168.6.6:8888/rtp/239.253.43.24:5146
怀旧剧场,http://192.168.6.6:8888/rtp/239.253.43.25:5146
风云剧场,http://192.168.6.6:8888/rtp/239.253.43.26:5146
央视精品,http://192.168.6.6:8888/rtp/239.253.43.27:5146
第一剧场,http://192.168.6.6:8888/rtp/239.253.43.28:5146
风云音乐,http://192.168.6.6:8888/rtp/239.253.43.29:5146
CGTN英语,http://192.168.6.6:8888/rtp/239.77.0.199:5146
CGTN英文记录,http://192.168.6.6:8888/rtp/239.253.43.122:5146
CGTN西班牙语,http://192.168.6.6:8888/rtp/239.77.0.221:5146
CGTN法语,http://192.168.6.6:8888/rtp/239.77.0.228:5146
CGTN阿拉伯语,http://192.168.6.6:8888/rtp/239.253.43.200:5146
CGTN俄语,http://192.168.6.6:8888/rtp/239.253.43.201:5146


卫视,#genre#
湖南卫视,http://192.168.6.6:8888/rtp/239.77.0.56:5146
湖南卫视,http://192.168.6.6:8888/rtp/239.77.0.6:5146
湖南卫视,http://192.168.6.6:8888/rtp/239.77.1.5:5146
湖南卫视,http://192.168.6.6:8888/rtp/239.77.0.88:5146
湖南卫视,http://192.168.6.6:8888/rtp/239.77.0.127:5146
浙江卫视,http://192.168.6.6:8888/rtp/239.77.0.58:5146
浙江卫视,http://192.168.6.6:8888/rtp/239.77.0.12:5146
浙江卫视,http://192.168.6.6:8888/rtp/239.77.1.33:5146
浙江卫视,http://192.168.6.6:8888/rtp/239.77.0.89:5146
浙江卫视,http://192.168.6.6:8888/rtp/239.77.1.150:5146
浙江卫视,http://192.168.6.6:8888/rtp/239.77.0.125:5146
江苏卫视,http://192.168.6.6:8888/rtp/239.77.0.57:5146
江苏卫视,http://192.168.6.6:8888/rtp/239.77.0.7:5146
江苏卫视,http://192.168.6.6:8888/rtp/239.77.1.18:5146
江苏卫视,http://192.168.6.6:8888/rtp/239.77.0.90:5146
江苏卫视,http://192.168.6.6:8888/rtp/239.77.1.149:5146
江苏卫视,http://192.168.6.6:8888/rtp/239.77.0.126:5146
东方卫视,http://192.168.6.6:8888/rtp/239.77.0.59:5146
东方卫视,http://192.168.6.6:8888/rtp/239.77.0.5:5146
东方卫视,http://192.168.6.6:8888/rtp/239.77.1.218:5146
东方卫视,http://192.168.6.6:8888/rtp/239.77.0.98:5146
北京卫视,http://192.168.6.6:8888/rtp/239.77.0.3:5146
北京卫视,http://192.168.6.6:8888/rtp/239.77.0.2:5146
北京卫视,http://192.168.6.6:8888/rtp/239.77.1.13:5146
北京卫视,http://192.168.6.6:8888/rtp/239.77.1.4:5146
北京卫视,http://192.168.6.6:8888/rtp/239.77.0.91:5146
天津卫视,http://192.168.6.6:8888/rtp/239.77.0.131:5146
天津卫视,http://192.168.6.6:8888/rtp/239.77.0.97:5146
山东卫视,http://192.168.6.6:8888/rtp/239.77.0.61:5146
山东卫视,http://192.168.6.6:8888/rtp/239.77.0.8:5146
山东卫视,http://192.168.6.6:8888/rtp/239.77.1.142:5146
山东卫视,http://192.168.6.6:8888/rtp/239.77.0.94:5146
山东卫视,http://192.168.6.6:8888/rtp/239.77.0.132:5146
四川卫视,http://192.168.6.6:8888/rtp/239.77.0.60:5146
四川卫视,http://192.168.6.6:8888/rtp/239.77.0.11:5146
四川卫视,http://192.168.6.6:8888/rtp/239.77.1.215:5146
四川卫视,http://192.168.6.6:8888/rtp/239.77.0.159:5146
四川卫视,http://192.168.6.6:8888/rtp/239.77.0.163:5146
安徽卫视,http://192.168.6.6:8888/rtp/239.77.0.183:5146
江西卫视,http://192.168.6.6:8888/rtp/239.77.0.149:5146
湖北卫视,http://192.168.6.6:8888/rtp/239.77.0.95:5146
湖北卫视,http://192.168.6.6:8888/rtp/239.77.0.128:5146
辽宁卫视,http://192.168.6.6:8888/rtp/239.77.0.123:5146
辽宁卫视,http://192.168.6.6:8888/rtp/239.77.0.161:5146
黑龙江卫视,http://192.168.6.6:8888/rtp/239.77.0.93:5146
黑龙江卫视,http://192.168.6.6:8888/rtp/239.77.0.124:5146
贵州卫视,http://192.168.6.6:8888/rtp/239.77.0.230:5146
河南卫视,http://192.168.6.6:8888/rtp/239.77.0.17:5146
云南卫视,http://192.168.6.6:8888/rtp/239.253.43.100:5146
重庆卫视,http://192.168.6.6:8888/rtp/239.77.0.182:5146
河北卫视,http://192.168.6.6:8888/rtp/239.77.0.148:5146
东南卫视,http://192.168.6.6:8888/rtp/239.77.0.146:5146
广西卫视,http://192.168.6.6:8888/rtp/239.77.0.139:5146
吉林卫视,http://192.168.6.6:8888/rtp/239.77.0.150:5146
陕西卫视,http://192.168.6.6:8888/rtp/239.77.0.68:5146
山西卫视,http://192.168.6.6:8888/rtp/239.77.0.69:5146
内蒙古卫视,http://192.168.6.6:8888/rtp/239.77.0.70:5146
青海卫视,http://192.168.6.6:8888/rtp/239.253.43.125:5146
海南卫视,http://192.168.6.6:8888/rtp/239.253.43.101:5146
宁夏卫视,http://192.168.6.6:8888/rtp/239.77.0.73:5146
西藏卫视,http://192.168.6.6:8888/rtp/239.77.0.74:5146
新疆卫视,http://192.168.6.6:8888/rtp/239.77.0.75:5146
甘肃卫视,http://192.168.6.6:8888/rtp/239.77.0.189:5146
兵团卫视,http://192.168.6.6:8888/rtp/239.77.0.77:5146
三沙卫视,http://192.168.6.6:8888/rtp/239.253.43.113:5146
吉林延边卫视,http://192.168.6.6:8888/rtp/239.77.0.10:5146
厦门卫视,http://192.168.6.6:8888/rtp/239.77.0.96:5146


其他,#genre#
求索纪录,http://192.168.6.6:8888/rtp/239.77.0.21:5146
金鹰纪实,http://192.168.6.6:8888/rtp/239.77.0.160:5146
金鹰纪实超清,http://192.168.6.6:8888/rtp/239.77.0.162:5146
上海纪实,http://192.168.6.6:8888/rtp/239.77.0.147:5146
睛彩青少,http://192.168.6.6:8888/rtp/239.77.1.22:5146
睛彩竞技,http://192.168.6.6:8888/rtp/239.77.1.20:5146
睛彩篮球,http://192.168.6.6:8888/rtp/239.77.1.21:5146
睛彩广场舞,http://192.168.6.6:8888/rtp/239.77.1.23:5146
中国天气,http://192.168.6.6:8888/rtp/239.77.1.2:5146
中国交通,http://192.168.6.6:8888/rtp/239.77.1.249:5146
茶,http://192.168.6.6:8888/rtp/239.77.0.15:5146
快乐垂钓,http://192.168.6.6:8888/rtp/239.77.0.145:5146
卡酷动画,http://192.168.6.6:8888/rtp/239.77.0.79:5146
炫动卡通,http://192.168.6.6:8888/rtp/239.77.0.81:5146
优漫卡通,http://192.168.6.6:8888/rtp/239.77.0.222:5146
CETV2,http://192.168.6.6:8888/rtp/239.77.0.28:5146
CETV4,http://192.168.6.6:8888/rtp/239.253.43.114:5146
CETV-1,http://192.168.6.6:8888/rtp/239.77.0.200:5146
山东教育,http://192.168.6.6:8888/rtp/239.77.0.83:5146
财富天下,http://192.168.6.6:8888/rtp/239.77.0.113:5146
IPTV谍战剧场,http://192.168.6.6:8888/rtp/239.77.0.99:5146
IPTV相声小品,http://192.168.6.6:8888/rtp/239.77.0.100:5146
IPTV野外,http://192.168.6.6:8888/rtp/239.77.0.101:5146
IPTV法治,http://192.168.6.6:8888/rtp/239.77.0.102:5146
爱电影,http://192.168.6.6:8888/rtp/239.77.0.103:5146
经典电影,http://192.168.6.6:8888/rtp/239.77.0.104:5146
爱大剧,http://192.168.6.6:8888/rtp/239.77.0.105:5146
热播剧场,http://192.168.6.6:8888/rtp/239.77.0.106:5146
爱综艺,http://192.168.6.6:8888/rtp/239.77.0.107:5146
爱体育,http://192.168.6.6:8888/rtp/239.77.0.108:5146
少儿动画,http://192.168.6.6:8888/rtp/239.77.0.109:5146
魅力时尚,http://192.168.6.6:8888/rtp/239.77.0.110:5146
天元围棋,http://192.168.6.6:8888/rtp/239.253.43.98:5146
汽摩,http://192.168.6.6:8888/rtp/239.77.0.209:5146
老故事,http://192.168.6.6:8888/rtp/239.77.0.220:5146
国学,http://192.168.6.6:8888/rtp/239.77.0.226:5146
早期教育,http://192.168.6.6:8888/rtp/239.77.0.180:5146
PPTV-1,http://192.168.6.6:8888/rtp/239.77.1.183:5146
PPTV-2,http://192.168.6.6:8888/rtp/239.77.1.184:5146
PPTV-3,http://192.168.6.6:8888/rtp/239.77.1.185:5146
PPTV-4,http://192.168.6.6:8888/rtp/239.77.1.186:5146
